date,mandi,variety,modal_price
2023-07-16,Dhamtari,Common,2019
2023-07-17,Dhamtari,Common,2044
2023-07-18,Dhamtari,Common,2046
2023-07-19,Dhamtari,Common,2081
2023-07-20,Dhamtari,Common,2097
2023-07-21,Dhamtari,Common,2114
2023-07-22,Dhamtari,Common,2122
2023-07-23,Dhamtari,Common,2128
2023-07-24,Dhamtari,Common,2117
2023-07-25,Dhamtari,Common,2119
2023-07-26,Dhamtari,Common,2100
2023-07-27,Dhamtari,Common,2081
2023-07-28,Dhamtari,Common,2073
2023-07-29,Dhamtari,Common,2059
2023-07-30,Dhamtari,Common,2045
2023-07-31,Dhamtari,Common,2038
2023-08-01,Dhamtari,Common,2050
2023-08-02,Dhamtari,Common,2058
2023-08-03,Dhamtari,Common,2079
2023-08-04,Dhamtari,Common,2087
2023-08-05,Dhamtari,Common,2084
2023-08-06,Dhamtari,Common,2071
2023-08-07,Dhamtari,Common,2042
2023-08-08,Dhamtari,Common,2045
2023-08-09,Dhamtari,Common,2050
2023-08-10,Dhamtari,Common,2052
2023-08-11,Dhamtari,Common,2081
2023-08-12,Dhamtari,Common,2075
2023-08-13,Dhamtari,Common,2121
2023-08-14,Dhamtari,Common,2081
2023-08-15,Dhamtari,Common,2095
2023-08-16,Dhamtari,Common,2079
2023-08-17,Dhamtari,Common,2081
2023-08-18,Dhamtari,Common,2075
2023-08-19,Dhamtari,Common,2071
2023-08-20,Dhamtari,Common,2075
2023-08-21,Dhamtari,Common,2105
2023-08-22,Dhamtari,Common,2101
2023-08-23,Dhamtari,Common,2149
2023-08-24,Dhamtari,Common,2163
2023-08-25,Dhamtari,Common,2154
2023-08-26,Dhamtari,Common,2138
2023-08-27,Dhamtari,Common,2142
2023-08-28,Dhamtari,Common,2162
2023-08-29,Dhamtari,Common,2146
2023-08-30,Dhamtari,Common,2149
2023-08-31,Dhamtari,Common,2180
2023-09-01,Dhamtari,Common,2179
2023-09-02,Dhamtari,Common,2144
2023-09-03,Dhamtari,Common,2150
2023-09-04,Dhamtari,Common,2170
2023-09-05,Dhamtari,Common,2191
2023-09-06,Dhamtari,Common,2180
2023-09-07,Dhamtari,Common,2151
2023-09-08,Dhamtari,Common,2142
2023-09-09,Dhamtari,Common,2142
2023-09-10,Dhamtari,Common,2134
2023-09-11,Dhamtari,Common,2163
2023-09-12,Dhamtari,Common,2173
2023-09-13,Dhamtari,Common,2162
2023-09-14,Dhamtari,Common,2201
2023-09-15,Dhamtari,Common,2185
2023-09-16,Dhamtari,Common,2179
2023-09-17,Dhamtari,Common,2199
2023-09-18,Dhamtari,Common,2200
2023-09-19,Dhamtari,Common,2196
2023-09-20,Dhamtari,Common,2217
2023-09-21,Dhamtari,Common,2225
2023-09-22,Dhamtari,Common,2206
2023-09-23,Dhamtari,Common,2218
2023-09-24,Dhamtari,Common,2239
2023-09-25,Dhamtari,Common,2258
2023-09-26,Dhamtari,Common,2259
2023-09-27,Dhamtari,Common,2249
2023-09-28,Dhamtari,Common,2212
2023-09-29,Dhamtari,Common,2234
2023-09-30,Dhamtari,Common,2233
2023-10-01,Dhamtari,Common,2204
2023-10-02,Dhamtari,Common,2201
2023-10-03,Dhamtari,Common,2178
2023-10-04,Dhamtari,Common,2162
2023-10-05,Dhamtari,Common,2167
2023-10-06,Dhamtari,Common,2167
2023-10-07,Dhamtari,Common,2167
2023-10-08,Dhamtari,Common,2178
2023-10-09,Dhamtari,Common,2171
2023-10-10,Dhamtari,Common,2174
2023-10-11,Dhamtari,Common,2173
2023-10-12,Dhamtari,Common,2207
2023-10-13,Dhamtari,Common,2215
2023-10-14,Dhamtari,Common,2215
2023-10-15,Dhamtari,Common,2198
2023-10-16,Dhamtari,Common,2190
2023-10-17,Dhamtari,Common,2193
2023-10-18,Dhamtari,Common,2229
2023-10-19,Dhamtari,Common,2211
2023-10-20,Dhamtari,Common,2211
2023-10-21,Dhamtari,Common,2225
2023-10-22,Dhamtari,Common,2198
2023-10-23,Dhamtari,Common,2165
2023-10-24,Dhamtari,Common,2156
2023-10-25,Dhamtari,Common,2185
2023-10-26,Dhamtari,Common,2158
2023-10-27,Dhamtari,Common,2196
2023-10-28,Dhamtari,Common,2199
2023-10-29,Dhamtari,Common,2197
2023-10-30,Dhamtari,Common,2209
2023-10-31,Dhamtari,Common,2182
2023-11-01,Dhamtari,Common,2178
2023-11-02,Dhamtari,Common,2194
2023-11-03,Dhamtari,Common,2206
2023-11-04,Dhamtari,Common,2233
2023-11-05,Dhamtari,Common,2237
2023-11-06,Dhamtari,Common,2248
2023-11-07,Dhamtari,Common,2271
2023-11-08,Dhamtari,Common,2281
2023-11-09,Dhamtari,Common,2292
2023-11-10,Dhamtari,Common,2279
2023-11-11,Dhamtari,Common,2264
2023-11-12,Dhamtari,Common,2295
2023-11-13,Dhamtari,Common,2323
2023-11-14,Dhamtari,Common,2334
2023-11-15,Dhamtari,Common,2329
2023-11-16,Dhamtari,Common,2335
2023-11-17,Dhamtari,Common,2340
2023-11-18,Dhamtari,Common,2317
2023-11-19,Dhamtari,Common,2314
2023-11-20,Dhamtari,Common,2330
2023-11-21,Dhamtari,Common,2315
2023-11-22,Dhamtari,Common,2323
2023-11-23,Dhamtari,Common,2328
2023-11-24,Dhamtari,Common,2308
2023-11-25,Dhamtari,Common,2314
2023-11-26,Dhamtari,Common,2297
2023-11-27,Dhamtari,Common,2324
2023-11-28,Dhamtari,Common,2329
2023-11-29,Dhamtari,Common,2325
2023-11-30,Dhamtari,Common,2332
2023-12-01,Dhamtari,Common,2329
2023-12-02,Dhamtari,Common,2338
2023-12-03,Dhamtari,Common,2325
2023-12-04,Dhamtari,Common,2332
2023-12-05,Dhamtari,Common,2340
2023-12-06,Dhamtari,Common,2337
2023-12-07,Dhamtari,Common,2349
2023-12-08,Dhamtari,Common,2329
2023-12-09,Dhamtari,Common,2363
2023-12-10,Dhamtari,Common,2362
2023-12-11,Dhamtari,Common,2369
2023-12-12,Dhamtari,Common,2342
2023-12-13,Dhamtari,Common,2316
2023-12-14,Dhamtari,Common,2312
2023-12-15,Dhamtari,Common,2311
2023-12-16,Dhamtari,Common,2304
2023-12-17,Dhamtari,Common,2290
2023-12-18,Dhamtari,Common,2281
2023-12-19,Dhamtari,Common,2295
2023-12-20,Dhamtari,Common,2294
2023-12-21,Dhamtari,Common,2270
2023-12-22,Dhamtari,Common,2262
2023-12-23,Dhamtari,Common,2273
2023-12-24,Dhamtari,Common,2285
2023-12-25,Dhamtari,Common,2307
2023-12-26,Dhamtari,Common,2296
2023-12-27,Dhamtari,Common,2283
2023-12-28,Dhamtari,Common,2307
2023-12-29,Dhamtari,Common,2315
2023-12-30,Dhamtari,Common,2326
2023-12-31,Dhamtari,Common,2322
2024-01-01,Dhamtari,Common,2312
2024-01-02,Dhamtari,Common,2289
2024-01-03,Dhamtari,Common,2296
2024-01-04,Dhamtari,Common,2294
2024-01-05,Dhamtari,Common,2293
2024-01-06,Dhamtari,Common,2275
2024-01-07,Dhamtari,Common,2257
2024-01-08,Dhamtari,Common,2282
2024-01-09,Dhamtari,Common,2274
2024-01-10,Dhamtari,Common,2269
2024-01-11,Dhamtari,Common,2279
2024-01-12,Dhamtari,Common,2290
2024-01-13,Dhamtari,Common,2281
2024-01-14,Dhamtari,Common,2284
2024-01-15,Dhamtari,Common,2302
2024-01-16,Dhamtari,Common,2312
2024-01-17,Dhamtari,Common,2329
2024-01-18,Dhamtari,Common,2353
2024-01-19,Dhamtari,Common,2323
2024-01-20,Dhamtari,Common,2328
2024-01-21,Dhamtari,Common,2361
2024-01-22,Dhamtari,Common,2364
2024-01-23,Dhamtari,Common,2378
2024-01-24,Dhamtari,Common,2387
2024-01-25,Dhamtari,Common,2369
2024-01-26,Dhamtari,Common,2387
2024-01-27,Dhamtari,Common,2345
2024-01-28,Dhamtari,Common,2331
2024-01-29,Dhamtari,Common,2341
2024-01-30,Dhamtari,Common,2336
2024-01-31,Dhamtari,Common,2363
2024-02-01,Dhamtari,Common,2325
2024-02-02,Dhamtari,Common,2281
2024-02-03,Dhamtari,Common,2259
2024-02-04,Dhamtari,Common,2273
2024-02-05,Dhamtari,Common,2239
2024-02-06,Dhamtari,Common,2224
2024-02-07,Dhamtari,Common,2228
2024-02-08,Dhamtari,Common,2240
2024-02-09,Dhamtari,Common,2247
2024-02-10,Dhamtari,Common,2223
2024-02-11,Dhamtari,Common,2235
2024-02-12,Dhamtari,Common,2244
2024-02-13,Dhamtari,Common,2222
2024-02-14,Dhamtari,Common,2231
2024-02-15,Dhamtari,Common,2210
2024-02-16,Dhamtari,Common,2209
2024-02-17,Dhamtari,Common,2196
2024-02-18,Dhamtari,Common,2209
2024-02-19,Dhamtari,Common,2208
2024-02-20,Dhamtari,Common,2202
2024-02-21,Dhamtari,Common,2201
2024-02-22,Dhamtari,Common,2215
2024-02-23,Dhamtari,Common,2234
2024-02-24,Dhamtari,Common,2211
2024-02-25,Dhamtari,Common,2193
2024-02-26,Dhamtari,Common,2179
2024-02-27,Dhamtari,Common,2181
2024-02-28,Dhamtari,Common,2166
2024-02-29,Dhamtari,Common,2165
2024-03-01,Dhamtari,Common,2152
2024-03-02,Dhamtari,Common,2186
2024-03-03,Dhamtari,Common,2172
2024-03-04,Dhamtari,Common,2154
2024-03-05,Dhamtari,Common,2140
2024-03-06,Dhamtari,Common,2126
2024-03-07,Dhamtari,Common,2118
2024-03-08,Dhamtari,Common,2121
2024-03-09,Dhamtari,Common,2112
2024-03-10,Dhamtari,Common,2143
2024-03-11,Dhamtari,Common,2140
2024-03-12,Dhamtari,Common,2156
2024-03-13,Dhamtari,Common,2176
2024-03-14,Dhamtari,Common,2181
2024-03-15,Dhamtari,Common,2180
2024-03-16,Dhamtari,Common,2187
2024-03-17,Dhamtari,Common,2179
2024-03-18,Dhamtari,Common,2174
2024-03-19,Dhamtari,Common,2178
2024-03-20,Dhamtari,Common,2147
2024-03-21,Dhamtari,Common,2125
2024-03-22,Dhamtari,Common,2150
2024-03-23,Dhamtari,Common,2151
2024-03-24,Dhamtari,Common,2159
2024-03-25,Dhamtari,Common,2184
2024-03-26,Dhamtari,Common,2195
2024-03-27,Dhamtari,Common,2160
2024-03-28,Dhamtari,Common,2133
2024-03-29,Dhamtari,Common,2118
2024-03-30,Dhamtari,Common,2110
2024-03-31,Dhamtari,Common,2128
2024-04-01,Dhamtari,Common,2138
2024-04-02,Dhamtari,Common,2153
2024-04-03,Dhamtari,Common,2152
2024-04-04,Dhamtari,Common,2134
2024-04-05,Dhamtari,Common,2160
2024-04-06,Dhamtari,Common,2123
2024-04-07,Dhamtari,Common,2123
2024-04-08,Dhamtari,Common,2139
2024-04-09,Dhamtari,Common,2161
2024-04-10,Dhamtari,Common,2146
2024-04-11,Dhamtari,Common,2129
2024-04-12,Dhamtari,Common,2126
2024-04-13,Dhamtari,Common,2141
2024-04-14,Dhamtari,Common,2155
2024-04-15,Dhamtari,Common,2143
2024-04-16,Dhamtari,Common,2145
2024-04-17,Dhamtari,Common,2152
2024-04-18,Dhamtari,Common,2150
2024-04-19,Dhamtari,Common,2129
2024-04-20,Dhamtari,Common,2155
2024-04-21,Dhamtari,Common,2140
2024-04-22,Dhamtari,Common,2122
2024-04-23,Dhamtari,Common,2123
2024-04-24,Dhamtari,Common,2091
2024-04-25,Dhamtari,Common,2098
2024-04-26,Dhamtari,Common,2074
2024-04-27,Dhamtari,Common,2060
2024-04-28,Dhamtari,Common,2073
2024-04-29,Dhamtari,Common,2084
2024-04-30,Dhamtari,Common,2090
2024-05-01,Dhamtari,Common,2098
2024-05-02,Dhamtari,Common,2103
2024-05-03,Dhamtari,Common,2107
2024-05-04,Dhamtari,Common,2093
2024-05-05,Dhamtari,Common,2093
2024-05-06,Dhamtari,Common,2102
2024-05-07,Dhamtari,Common,2149
2024-05-08,Dhamtari,Common,2139
2024-05-09,Dhamtari,Common,2128
2024-05-10,Dhamtari,Common,2115
2024-05-11,Dhamtari,Common,2115
2024-05-12,Dhamtari,Common,2152
2024-05-13,Dhamtari,Common,2142
2024-05-14,Dhamtari,Common,2105
2024-05-15,Dhamtari,Common,2129
2024-05-16,Dhamtari,Common,2140
2024-05-17,Dhamtari,Common,2148
2024-05-18,Dhamtari,Common,2144
2024-05-19,Dhamtari,Common,2124
2024-05-20,Dhamtari,Common,2136
2024-05-21,Dhamtari,Common,2160
2024-05-22,Dhamtari,Common,2137
2024-05-23,Dhamtari,Common,2130
2024-05-24,Dhamtari,Common,2103
2024-05-25,Dhamtari,Common,2118
2024-05-26,Dhamtari,Common,2139
2024-05-27,Dhamtari,Common,2136
2024-05-28,Dhamtari,Common,2130
2024-05-29,Dhamtari,Common,2132
2024-05-30,Dhamtari,Common,2108
2024-05-31,Dhamtari,Common,2074
2024-06-01,Dhamtari,Common,2076
2024-06-02,Dhamtari,Common,2082
2024-06-03,Dhamtari,Common,2091
2024-06-04,Dhamtari,Common,2111
2024-06-05,Dhamtari,Common,2082
2024-06-06,Dhamtari,Common,2077
2024-06-07,Dhamtari,Common,2058
2024-06-08,Dhamtari,Common,2079
2024-06-09,Dhamtari,Common,2074
2024-06-10,Dhamtari,Common,2096
2024-06-11,Dhamtari,Common,2082
2024-06-12,Dhamtari,Common,2084
2024-06-13,Dhamtari,Common,2115
2024-06-14,Dhamtari,Common,2104
2024-06-15,Dhamtari,Common,2116
2024-06-16,Dhamtari,Common,2097
2024-06-17,Dhamtari,Common,2086
2024-06-18,Dhamtari,Common,2108
2024-06-19,Dhamtari,Common,2082
2024-06-20,Dhamtari,Common,2122
2024-06-21,Dhamtari,Common,2107
2024-06-22,Dhamtari,Common,2109
2024-06-23,Dhamtari,Common,2126
2024-06-24,Dhamtari,Common,2107
2024-06-25,Dhamtari,Common,2116
2024-06-26,Dhamtari,Common,2135
2024-06-27,Dhamtari,Common,2108
2024-06-28,Dhamtari,Common,2125
2024-06-29,Dhamtari,Common,2120
2024-06-30,Dhamtari,Common,2137
2024-07-01,Dhamtari,Common,2136
2024-07-02,Dhamtari,Common,2131
2024-07-03,Dhamtari,Common,2107
2024-07-04,Dhamtari,Common,2125
2024-07-05,Dhamtari,Common,2126
2024-07-06,Dhamtari,Common,2122
2024-07-07,Dhamtari,Common,2105
2024-07-08,Dhamtari,Common,2108
2024-07-09,Dhamtari,Common,2108
2024-07-10,Dhamtari,Common,2119
2024-07-11,Dhamtari,Common,2135
2024-07-12,Dhamtari,Common,2146
2024-07-13,Dhamtari,Common,2169
2024-07-14,Dhamtari,Common,2175
2024-07-15,Dhamtari,Common,2196
2024-07-16,Dhamtari,Common,2195
2024-07-17,Dhamtari,Common,2186
2024-07-18,Dhamtari,Common,2142
2024-07-19,Dhamtari,Common,2163
2024-07-20,Dhamtari,Common,2146
2024-07-21,Dhamtari,Common,2135
2024-07-22,Dhamtari,Common,2125
2024-07-23,Dhamtari,Common,2127
2024-07-24,Dhamtari,Common,2143
2024-07-25,Dhamtari,Common,2153
2024-07-26,Dhamtari,Common,2116
2024-07-27,Dhamtari,Common,2110
2024-07-28,Dhamtari,Common,2092
2024-07-29,Dhamtari,Common,2096
2024-07-30,Dhamtari,Common,2113
2024-07-31,Dhamtari,Common,2126
2024-08-01,Dhamtari,Common,2152
2024-08-02,Dhamtari,Common,2141
2024-08-03,Dhamtari,Common,2132
2024-08-04,Dhamtari,Common,2135
2024-08-05,Dhamtari,Common,2131
2024-08-06,Dhamtari,Common,2150
2024-08-07,Dhamtari,Common,2156
2024-08-08,Dhamtari,Common,2159
2024-08-09,Dhamtari,Common,2152
2024-08-10,Dhamtari,Common,2150
2024-08-11,Dhamtari,Common,2156
2024-08-12,Dhamtari,Common,2157
2024-08-13,Dhamtari,Common,2183
2024-08-14,Dhamtari,Common,2180
2024-08-15,Dhamtari,Common,2223
2024-08-16,Dhamtari,Common,2209
2024-08-17,Dhamtari,Common,2220
2024-08-18,Dhamtari,Common,2219
2024-08-19,Dhamtari,Common,2220
2024-08-20,Dhamtari,Common,2215
2024-08-21,Dhamtari,Common,2207
2024-08-22,Dhamtari,Common,2220
2024-08-23,Dhamtari,Common,2209
2024-08-24,Dhamtari,Common,2219
2024-08-25,Dhamtari,Common,2217
2024-08-26,Dhamtari,Common,2232
2024-08-27,Dhamtari,Common,2218
2024-08-28,Dhamtari,Common,2232
2024-08-29,Dhamtari,Common,2238
2024-08-30,Dhamtari,Common,2239
2024-08-31,Dhamtari,Common,2232
2024-09-01,Dhamtari,Common,2249
2024-09-02,Dhamtari,Common,2258
2024-09-03,Dhamtari,Common,2249
2024-09-04,Dhamtari,Common,2226
2024-09-05,Dhamtari,Common,2196
2024-09-06,Dhamtari,Common,2200
2024-09-07,Dhamtari,Common,2204
2024-09-08,Dhamtari,Common,2215
2024-09-09,Dhamtari,Common,2215
2024-09-10,Dhamtari,Common,2230
2024-09-11,Dhamtari,Common,2233
2024-09-12,Dhamtari,Common,2230
2024-09-13,Dhamtari,Common,2217
2024-09-14,Dhamtari,Common,2202
2024-09-15,Dhamtari,Common,2180
2024-09-16,Dhamtari,Common,2148
2024-09-17,Dhamtari,Common,2141
2024-09-18,Dhamtari,Common,2156
2024-09-19,Dhamtari,Common,2172
2024-09-20,Dhamtari,Common,2182
2024-09-21,Dhamtari,Common,2169
2024-09-22,Dhamtari,Common,2191
2024-09-23,Dhamtari,Common,2211
2024-09-24,Dhamtari,Common,2237
2024-09-25,Dhamtari,Common,2215
2024-09-26,Dhamtari,Common,2229
2024-09-27,Dhamtari,Common,2266
2024-09-28,Dhamtari,Common,2253
2024-09-29,Dhamtari,Common,2261
2024-09-30,Dhamtari,Common,2284
2024-10-01,Dhamtari,Common,2256
2024-10-02,Dhamtari,Common,2242
2024-10-03,Dhamtari,Common,2245
2024-10-04,Dhamtari,Common,2261
2024-10-05,Dhamtari,Common,2272
2024-10-06,Dhamtari,Common,2245
2024-10-07,Dhamtari,Common,2213
2024-10-08,Dhamtari,Common,2223
2024-10-09,Dhamtari,Common,2238
2024-10-10,Dhamtari,Common,2260
2024-10-11,Dhamtari,Common,2280
2024-10-12,Dhamtari,Common,2262
2024-10-13,Dhamtari,Common,2262
2024-10-14,Dhamtari,Common,2256
2024-10-15,Dhamtari,Common,2251
2024-10-16,Dhamtari,Common,2243
2024-10-17,Dhamtari,Common,2229
2024-10-18,Dhamtari,Common,2231
2024-10-19,Dhamtari,Common,2239
2024-10-20,Dhamtari,Common,2279
2024-10-21,Dhamtari,Common,2276
2024-10-22,Dhamtari,Common,2301
2024-10-23,Dhamtari,Common,2292
2024-10-24,Dhamtari,Common,2298
2024-10-25,Dhamtari,Common,2300
2024-10-26,Dhamtari,Common,2297
2024-10-27,Dhamtari,Common,2263
2024-10-28,Dhamtari,Common,2285
2024-10-29,Dhamtari,Common,2285
2024-10-30,Dhamtari,Common,2277
2024-10-31,Dhamtari,Common,2278
2024-11-01,Dhamtari,Common,2260
2024-11-02,Dhamtari,Common,2262
2024-11-03,Dhamtari,Common,2244
2024-11-04,Dhamtari,Common,2254
2024-11-05,Dhamtari,Common,2255
2024-11-06,Dhamtari,Common,2257
2024-11-07,Dhamtari,Common,2276
2024-11-08,Dhamtari,Common,2295
2024-11-09,Dhamtari,Common,2293
2024-11-10,Dhamtari,Common,2284
2024-11-11,Dhamtari,Common,2276
2024-11-12,Dhamtari,Common,2258
2024-11-13,Dhamtari,Common,2279
2024-11-14,Dhamtari,Common,2248
2024-11-15,Dhamtari,Common,2250
2024-11-16,Dhamtari,Common,2291
2024-11-17,Dhamtari,Common,2237
2024-11-18,Dhamtari,Common,2250
2024-11-19,Dhamtari,Common,2296
2024-11-20,Dhamtari,Common,2321
2024-11-21,Dhamtari,Common,2320
2024-11-22,Dhamtari,Common,2360
2024-11-23,Dhamtari,Common,2376
2024-11-24,Dhamtari,Common,2356
2024-11-25,Dhamtari,Common,2343
2024-11-26,Dhamtari,Common,2342
2024-11-27,Dhamtari,Common,2329
2024-11-28,Dhamtari,Common,2330
2024-11-29,Dhamtari,Common,2338
2024-11-30,Dhamtari,Common,2312
2024-12-01,Dhamtari,Common,2327
2024-12-02,Dhamtari,Common,2340
2024-12-03,Dhamtari,Common,2336
2024-12-04,Dhamtari,Common,2356
2024-12-05,Dhamtari,Common,2367
2024-12-06,Dhamtari,Common,2370
2024-12-07,Dhamtari,Common,2353
2024-12-08,Dhamtari,Common,2344
2024-12-09,Dhamtari,Common,2352
2024-12-10,Dhamtari,Common,2358
2024-12-11,Dhamtari,Common,2359
2024-12-12,Dhamtari,Common,2352
2024-12-13,Dhamtari,Common,2357
2024-12-14,Dhamtari,Common,2367
2024-12-15,Dhamtari,Common,2362
2024-12-16,Dhamtari,Common,2367
2024-12-17,Dhamtari,Common,2340
2024-12-18,Dhamtari,Common,2355
2024-12-19,Dhamtari,Common,2387
2024-12-20,Dhamtari,Common,2380
2024-12-21,Dhamtari,Common,2389
2024-12-22,Dhamtari,Common,2383
2024-12-23,Dhamtari,Common,2369
2024-12-24,Dhamtari,Common,2366
2024-12-25,Dhamtari,Common,2372
2024-12-26,Dhamtari,Common,2383
2024-12-27,Dhamtari,Common,2392
2024-12-28,Dhamtari,Common,2391
2024-12-29,Dhamtari,Common,2372
2024-12-30,Dhamtari,Common,2368
2024-12-31,Dhamtari,Common,2386
2025-01-01,Dhamtari,Common,2385
2025-01-02,Dhamtari,Common,2351
2025-01-03,Dhamtari,Common,2370
2025-01-04,Dhamtari,Common,2334
2025-01-05,Dhamtari,Common,2327
2025-01-06,Dhamtari,Common,2318
2025-01-07,Dhamtari,Common,2303
2025-01-08,Dhamtari,Common,2303
2025-01-09,Dhamtari,Common,2312
2025-01-10,Dhamtari,Common,2314
2025-01-11,Dhamtari,Common,2289
2025-01-12,Dhamtari,Common,2272
2025-01-13,Dhamtari,Common,2294
2025-01-14,Dhamtari,Common,2296
2025-01-15,Dhamtari,Common,2315
2025-01-16,Dhamtari,Common,2324
2025-01-17,Dhamtari,Common,2348
2025-01-18,Dhamtari,Common,2335
2025-01-19,Dhamtari,Common,2346
2025-01-20,Dhamtari,Common,2326
2025-01-21,Dhamtari,Common,2319
2025-01-22,Dhamtari,Common,2319
2025-01-23,Dhamtari,Common,2274
2025-01-24,Dhamtari,Common,2272
2025-01-25,Dhamtari,Common,2285
2025-01-26,Dhamtari,Common,2283
2025-01-27,Dhamtari,Common,2276
2025-01-28,Dhamtari,Common,2286
2025-01-29,Dhamtari,Common,2254
2025-01-30,Dhamtari,Common,2270
2025-01-31,Dhamtari,Common,2276
2025-02-01,Dhamtari,Common,2267
2025-02-02,Dhamtari,Common,2260
2025-02-03,Dhamtari,Common,2266
2025-02-04,Dhamtari,Common,2257
2025-02-05,Dhamtari,Common,2226
2025-02-06,Dhamtari,Common,2243
2025-02-07,Dhamtari,Common,2281
2025-02-08,Dhamtari,Common,2286
2025-02-09,Dhamtari,Common,2302
2025-02-10,Dhamtari,Common,2281
2025-02-11,Dhamtari,Common,2282
2025-02-12,Dhamtari,Common,2299
2025-02-13,Dhamtari,Common,2291
2025-02-14,Dhamtari,Common,2283
2025-02-15,Dhamtari,Common,2273
2025-02-16,Dhamtari,Common,2267
2025-02-17,Dhamtari,Common,2248
2025-02-18,Dhamtari,Common,2246
2025-02-19,Dhamtari,Common,2257
2025-02-20,Dhamtari,Common,2261
2025-02-21,Dhamtari,Common,2244
2025-02-22,Dhamtari,Common,2256
2025-02-23,Dhamtari,Common,2257
2025-02-24,Dhamtari,Common,2286
2025-02-25,Dhamtari,Common,2316
2025-02-26,Dhamtari,Common,2313
2025-02-27,Dhamtari,Common,2332
2025-02-28,Dhamtari,Common,2302
2025-03-01,Dhamtari,Common,2290
2025-03-02,Dhamtari,Common,2318
2025-03-03,Dhamtari,Common,2335
2025-03-04,Dhamtari,Common,2320
2025-03-05,Dhamtari,Common,2327
2025-03-06,Dhamtari,Common,2294
2025-03-07,Dhamtari,Common,2288
2025-03-08,Dhamtari,Common,2297
2025-03-09,Dhamtari,Common,2287
2025-03-10,Dhamtari,Common,2286
2025-03-11,Dhamtari,Common,2307
2025-03-12,Dhamtari,Common,2298
2025-03-13,Dhamtari,Common,2317
2025-03-14,Dhamtari,Common,2291
2025-03-15,Dhamtari,Common,2322
2025-03-16,Dhamtari,Common,2315
2025-03-17,Dhamtari,Common,2310
2025-03-18,Dhamtari,Common,2306
2025-03-19,Dhamtari,Common,2281
2025-03-20,Dhamtari,Common,2294
2025-03-21,Dhamtari,Common,2272
2025-03-22,Dhamtari,Common,2291
2025-03-23,Dhamtari,Common,2270
2025-03-24,Dhamtari,Common,2245
2025-03-25,Dhamtari,Common,2254
2025-03-26,Dhamtari,Common,2226
2025-03-27,Dhamtari,Common,2203
2025-03-28,Dhamtari,Common,2200
2025-03-29,Dhamtari,Common,2204
2025-03-30,Dhamtari,Common,2225
2025-03-31,Dhamtari,Common,2235
2025-04-01,Dhamtari,Common,2251
2025-04-02,Dhamtari,Common,2278
2025-04-03,Dhamtari,Common,2276
2025-04-04,Dhamtari,Common,2273
2025-04-05,Dhamtari,Common,2280
2025-04-06,Dhamtari,Common,2264
2025-04-07,Dhamtari,Common,2244
2025-04-08,Dhamtari,Common,2281
2025-04-09,Dhamtari,Common,2286
2025-04-10,Dhamtari,Common,2294
2025-04-11,Dhamtari,Common,2284
2025-04-12,Dhamtari,Common,2282
2025-04-13,Dhamtari,Common,2236
2025-04-14,Dhamtari,Common,2233
2025-04-15,Dhamtari,Common,2223
2025-04-16,Dhamtari,Common,2229
2025-04-17,Dhamtari,Common,2248
2025-04-18,Dhamtari,Common,2212
2025-04-19,Dhamtari,Common,2225
2025-04-20,Dhamtari,Common,2211
2025-04-21,Dhamtari,Common,2199
2025-04-22,Dhamtari,Common,2186
2025-04-23,Dhamtari,Common,2187
2025-04-24,Dhamtari,Common,2190
2025-04-25,Dhamtari,Common,2200
2025-04-26,Dhamtari,Common,2194
2025-04-27,Dhamtari,Common,2202
2025-04-28,Dhamtari,Common,2189
2025-04-29,Dhamtari,Common,2180
2025-04-30,Dhamtari,Common,2173
2025-05-01,Dhamtari,Common,2187
2025-05-02,Dhamtari,Common,2202
2025-05-03,Dhamtari,Common,2218
2025-05-04,Dhamtari,Common,2211
2025-05-05,Dhamtari,Common,2208
2025-05-06,Dhamtari,Common,2195
2025-05-07,Dhamtari,Common,2209
2025-05-08,Dhamtari,Common,2176
2025-05-09,Dhamtari,Common,2159
2025-05-10,Dhamtari,Common,2184
2025-05-11,Dhamtari,Common,2185
2025-05-12,Dhamtari,Common,2210
2025-05-13,Dhamtari,Common,2215
2025-05-14,Dhamtari,Common,2190
2025-05-15,Dhamtari,Common,2201
2025-05-16,Dhamtari,Common,2194
2025-05-17,Dhamtari,Common,2189
2025-05-18,Dhamtari,Common,2202
2025-05-19,Dhamtari,Common,2184
2025-05-20,Dhamtari,Common,2184
2025-05-21,Dhamtari,Common,2181
2025-05-22,Dhamtari,Common,2190
2025-05-23,Dhamtari,Common,2164
2025-05-24,Dhamtari,Common,2142
2025-05-25,Dhamtari,Common,2149
2025-05-26,Dhamtari,Common,2164
2025-05-27,Dhamtari,Common,2146
2025-05-28,Dhamtari,Common,2171
2025-05-29,Dhamtari,Common,2190
2025-05-30,Dhamtari,Common,2190
2025-05-31,Dhamtari,Common,2189
2025-06-01,Dhamtari,Common,2182
2025-06-02,Dhamtari,Common,2176
2025-06-03,Dhamtari,Common,2190
2025-06-04,Dhamtari,Common,2204
2025-06-05,Dhamtari,Common,2189
2025-06-06,Dhamtari,Common,2190
2025-06-07,Dhamtari,Common,2165
2025-06-08,Dhamtari,Common,2186
2025-06-09,Dhamtari,Common,2206
2025-06-10,Dhamtari,Common,2232
2025-06-11,Dhamtari,Common,2243
2025-06-12,Dhamtari,Common,2244
2025-06-13,Dhamtari,Common,2236
